site_id,month_year,actual_kwh,expected_kwh,performance_ratio,deviation_pct,is_anomaly,iso_score,ae_score,prophet_score,severity_score,model_consensus,iso_flagged,ae_flagged,prophet_flagged,severity_label
Site_003,2025-01-01,4348.0,7917.0,0.5491979285082733,-45.080207149172665,1.0,0.6697147216449792,0.03955693,0.0,0.2817308145682262,1,1,0,0,LOW
Site_013,2021-05-01,10638.0,9600.0,1.108125,10.8125,0.0,0.4397437641329697,0.30137882,0.0,0.28138009138135633,2,1,1,0,LOW
Site_013,2023-06-01,9175.0,9322.0,0.9842308517485518,-1.5769148251448186,0.0,0.6135112852154534,0.09228073,0.0,0.27770276979797526,1,1,0,0,LOW
Site_017,2025-07-01,955.0,2652.0,0.360105580693816,-63.9894419306184,1.0,0.3014241405512197,0.4468309,0.0,0.27696047219376974,2,1,1,0,LOW
Site_013,2025-08-01,10924.0,9220.0,1.184815618221258,18.481561822125812,0.0,0.5753856572497906,0.017650632,0.15697987838238336,0.27557695357495104,1,1,0,0,LOW
Site_003,2025-03-01,11309.0,11725.0,0.9645202558635394,-3.547974413646055,0.0,0.5488183282532966,0.15507442,0.0,0.2738033767131438,2,1,1,0,LOW
Site_013,2021-02-01,618.0,6409.0,0.0964268996723357,-90.35731003276642,1.0,0.38196222073960606,0.342453,0.0,0.27264343634100086,2,1,1,0,LOW
Site_013,2026-01-01,1168.0,5410.0,0.2158964879852125,-78.41035120147875,1.0,0.523734643906747,0.1732857,0.0,0.2701438485981602,2,1,1,0,LOW
Site_013,2024-10-01,7984.0,6349.0,1.2575208694282565,25.75208694282564,0.0,0.6056823932006908,0.0777298,0.0,0.2694783872514944,1,1,0,0,LOW
Site_012,2025-08-01,896.0,1719.0,0.5212332751599767,-47.87667248400233,1.0,0.36113625925302884,0.35361728,0.0,0.2682205534439102,2,1,1,0,LOW
